Crop,Area_hectares,Temperature_C,Rainfall_mm,N_kg_ha,P_kg_ha,K_kg_ha,Fertilizer_kg_ha,Irrigation_percent,Yield_tons_per_hectare
mothbeans,2.7,31.67,670.2,39.6,33.3,27.1,40.0,23.8,1.2
rice,5.73,25.44,1421.8,81.6,41.8,40.5,140.5,74.9,4.59
maize,5.66,24.8,840.8,67.1,34.0,35.2,114.9,55.3,5.97
orange,3.25,19.74,1153.8,56.7,41.2,24.8,121.2,34.0,12.57
muskmelon,16.54,27.83,600.0,62.7,29.4,32.4,117.9,32.5,22.11
mungbean,18.22,23.56,411.9,52.0,29.4,19.1,66.1,38.5,1.57
chickpea,12.75,20.0,837.9,40.5,38.5,30.6,86.1,17.0,1.77
mungbean,7.94,29.55,709.1,54.1,35.1,21.0,74.6,52.6,1.49
orange,6.3,26.82,993.0,64.6,26.2,59.4,62.2,51.9,12.49
pomegranate,13.6,25.71,475.2,45.3,29.1,27.7,97.7,54.8,10.29
papaya,6.66,30.04,1206.2,90.2,50.2,59.5,131.6,71.6,19.41
apple,6.07,17.63,579.1,40.3,32.2,33.0,126.1,41.6,10.25
pigeonpeas,6.4,29.13,850.1,80.3,30.8,40.0,75.8,56.9,2.06
cotton,7.77,25.72,472.2,88.6,23.9,60.7,76.3,61.0,2.29
banana,4.98,25.68,1199.6,69.8,35.9,67.0,142.5,94.3,24.12
rice,4.15,27.59,1192.9,94.3,42.7,42.9,128.3,64.4,4.12
pigeonpeas,4.83,30.98,1086.6,55.6,28.3,35.1,58.8,67.1,1.94
blackgram,19.62,24.04,346.2,35.3,29.5,37.7,45.2,51.3,1.21
coconut,9.69,30.86,1218.3,56.1,17.1,54.2,101.1,76.7,10.59
rice,3.44,30.41,968.9,70.9,34.1,50.2,90.1,88.3,3.56
apple,5.21,12.83,1021.2,40.6,20.0,35.1,47.9,29.3,11.03
grapes,10.97,20.8,696.1,71.9,31.1,42.8,78.9,61.0,10.84
banana,4.37,26.88,545.2,106.2,25.5,83.9,155.6,87.5,32.6
watermelon,4.53,33.02,637.5,68.8,35.9,43.0,94.6,60.5,20.49
mothbeans,9.39,31.25,421.8,31.8,26.9,33.4,40.0,20.8,0.72
jute,6.17,25.91,1418.3,74.3,38.9,35.8,154.1,69.4,3.14
coconut,4.06,24.17,1260.0,66.6,31.2,45.5,94.4,88.6,7.59
watermelon,6.36,25.68,506.5,57.1,30.6,55.5,103.7,68.9,21.23
cotton,5.07,25.55,672.7,90.3,47.2,56.3,112.8,40.7,2.84
mango,10.24,28.35,1139.2,44.9,26.9,40.0,100.5,37.7,10.46
banana,3.48,32.13,930.2,91.8,24.6,64.5,134.8,78.1,24.9
cotton,2.87,25.88,780.6,89.1,49.7,37.9,136.1,49.2,2.74
mungbean,15.02,28.82,449.0,54.8,29.2,26.3,82.1,27.4,1.57
banana,5.12,24.14,1142.7,63.4,43.5,56.7,260.5,92.7,29.05
maize,5.94,27.21,548.2,76.8,65.1,46.1,117.1,72.6,5.46
chickpea,3.49,18.92,685.9,50.8,34.7,36.8,70.4,21.1,2.32
apple,1.62,16.04,649.7,40.7,32.9,39.1,81.1,14.6,12.22
coconut,10.63,28.28,1757.5,62.1,21.6,74.6,134.3,73.2,7.38
blackgram,7.39,26.88,539.1,55.2,25.8,24.7,53.4,52.9,1.65
muskmelon,12.91,28.53,698.9,61.6,41.7,45.0,120.2,28.7,17.46
papaya,6.92,24.02,1043.8,83.4,27.2,50.3,170.7,55.9,37.11
mothbeans,6.72,35.03,394.8,35.0,11.9,43.4,50.9,24.7,0.95
papaya,10.74,29.11,1167.7,88.9,41.0,70.6,199.4,55.4,46.33
cotton,8.53,26.98,629.9,70.8,31.0,48.0,132.9,58.3,2.12
rice,8.21,29.38,1321.2,65.0,45.3,34.5,170.8,66.3,3.36
blackgram,9.76,28.01,926.3,40.1,25.6,33.4,59.0,38.6,1.63
muskmelon,9.87,29.73,335.3,56.0,37.9,29.4,130.7,21.2,15.57
blackgram,3.74,26.48,583.5,51.6,42.2,33.5,87.1,33.7,1.43
rice,5.8,27.46,1363.1,77.5,40.3,59.7,183.6,82.7,4.7
coffee,13.56,22.35,1329.2,60.5,28.2,72.4,73.1,53.4,3.09
coffee,6.11,14.32,1897.9,62.1,29.8,54.3,121.4,83.8,2.35
pomegranate,14.72,26.38,732.9,39.7,32.6,63.0,129.4,42.0,10.69
mango,1.59,23.09,420.3,35.2,32.3,49.2,73.8,67.0,9.36
blackgram,12.91,26.72,803.6,61.0,27.5,24.8,77.4,22.0,2.04
maize,7.47,27.2,878.1,98.0,47.6,46.9,114.4,54.2,7.33
blackgram,5.63,18.21,855.2,52.5,37.1,30.7,76.2,23.1,1.11
pomegranate,6.2,23.64,675.8,65.6,33.9,53.3,98.0,61.7,11.17
pigeonpeas,4.89,31.42,778.0,71.7,47.6,39.4,73.2,57.3,1.44
grapes,4.43,26.83,761.2,70.2,28.3,48.0,109.0,39.3,10.69
pigeonpeas,7.07,27.61,825.9,61.6,30.3,41.4,68.7,43.7,2.23
rice,12.87,20.13,1328.4,115.6,51.8,39.0,184.0,62.2,3.39
coconut,1.82,28.4,2379.3,68.0,32.2,56.8,138.5,65.4,7.96
pomegranate,8.72,26.7,586.6,57.4,25.0,53.3,76.8,35.4,11.3
orange,3.39,26.82,677.8,54.1,18.7,67.2,139.3,34.0,18.15
pomegranate,21.14,28.63,421.6,52.7,41.5,45.0,131.1,33.4,9.46
grapes,20.64,25.86,773.9,46.7,33.1,52.2,106.5,34.8,9.64
mango,30.0,24.8,1496.7,57.8,36.8,41.0,98.2,61.9,7.81
muskmelon,2.54,25.75,521.7,48.3,28.9,31.4,109.2,46.1,17.09
banana,30.0,28.67,1689.6,35.9,37.8,83.8,197.0,70.2,33.68
apple,3.42,13.85,960.2,32.1,35.1,39.4,83.0,17.1,10.0
blackgram,8.93,31.56,550.1,46.2,34.3,27.4,53.4,38.5,1.2
pomegranate,6.18,24.26,549.2,67.5,14.0,39.7,63.6,30.6,14.53
banana,6.75,20.22,983.6,71.7,38.9,101.5,176.0,85.9,26.25
papaya,6.8,25.27,916.2,77.9,43.7,59.2,142.0,82.7,39.66
mothbeans,6.01,36.0,663.9,27.9,29.6,14.1,47.6,14.2,1.2
jute,15.95,25.22,1535.3,59.3,30.8,35.9,118.8,79.1,2.71
cotton,13.56,32.3,658.4,114.7,33.3,59.3,63.8,67.9,1.92
pigeonpeas,18.14,23.18,904.4,40.9,35.6,30.1,82.5,25.5,1.94
coffee,2.2,20.07,1977.3,55.6,29.8,57.8,77.1,88.4,1.77
mothbeans,8.59,27.13,544.1,28.4,19.8,17.7,105.4,49.5,1.1
cotton,5.72,25.31,718.8,78.5,49.0,58.4,126.5,44.1,2.39
mango,3.35,26.08,800.2,56.8,23.2,57.5,132.8,61.2,8.55
orange,4.98,21.58,901.7,62.0,34.4,43.1,94.9,32.3,17.87
papaya,1.89,23.26,1796.6,51.2,29.4,41.0,163.0,66.9,30.75
jute,24.08,24.93,1076.9,108.0,41.5,38.8,108.1,85.9,2.19
watermelon,8.39,24.14,773.3,44.3,40.9,34.4,76.0,28.9,20.58
blackgram,8.84,21.18,644.3,55.0,24.8,21.9,62.2,41.4,1.35
maize,10.76,25.83,771.9,81.1,39.1,33.2,108.1,58.3,6.67
apple,5.29,18.78,655.3,53.6,26.5,49.7,129.0,61.6,10.85
pigeonpeas,4.58,25.01,911.9,44.9,33.3,37.5,124.7,54.8,2.01
kidneybeans,6.29,18.35,624.0,72.8,44.6,42.0,89.8,43.0,2.41
grapes,11.0,23.15,717.8,27.6,27.5,41.1,107.9,55.3,7.44
watermelon,12.6,27.21,578.7,85.7,14.4,46.8,138.8,33.5,22.28
apple,5.22,18.89,845.4,50.1,16.1,34.8,85.6,55.4,14.68
mango,8.38,25.65,1312.7,60.9,26.0,51.3,154.4,49.2,6.38
lentil,3.02,19.49,703.3,27.6,23.7,28.3,69.0,32.8,1.42
chickpea,6.47,21.5,614.9,56.5,48.8,40.4,108.5,34.7,2.66
orange,7.58,19.27,937.1,63.5,29.1,50.0,105.0,54.5,15.72
kidneybeans,4.92,23.04,615.8,70.1,46.4,38.5,137.2,48.3,2.04
kidneybeans,3.69,19.81,673.9,50.4,46.8,37.4,75.5,12.1,1.88
apple,10.61,24.44,874.0,41.3,40.3,34.3,92.3,40.2,9.82
rice,3.03,29.68,904.7,84.8,45.9,46.2,168.5,71.3,4.5
orange,8.09,23.29,608.0,48.4,40.3,53.0,87.9,25.4,16.93
muskmelon,16.77,28.15,676.4,58.6,25.2,32.3,91.3,47.4,19.1
pomegranate,2.14,22.76,807.2,43.8,29.8,49.4,122.3,38.3,10.89
jute,5.21,24.99,1485.3,71.3,21.5,40.0,118.9,62.7,2.42
pigeonpeas,1.38,31.18,887.7,50.0,23.4,48.3,77.0,40.4,2.2
coffee,3.8,19.08,1708.7,67.2,33.3,28.0,135.9,75.5,2.72
coconut,7.78,31.13,1574.7,76.3,18.8,62.8,137.7,67.1,7.42
jute,6.23,30.52,819.5,60.8,25.4,42.7,136.6,62.5,3.06
grapes,5.96,27.24,817.5,59.6,10.0,58.4,116.9,30.1,8.35
grapes,5.56,27.4,588.5,52.2,28.8,35.8,112.4,51.5,4.74
maize,5.64,23.48,703.1,116.2,34.9,26.1,100.2,59.3,5.34
pomegranate,4.26,19.62,785.7,59.4,21.8,34.6,122.8,33.0,13.36
jute,6.47,26.17,1653.8,79.9,22.2,31.0,121.0,83.3,2.0
orange,7.53,28.64,832.9,32.0,33.8,45.3,111.8,57.1,15.99
kidneybeans,2.7,27.82,702.3,62.0,38.0,28.0,96.6,42.9,2.15
mango,6.35,29.09,974.7,74.9,33.8,36.2,96.7,46.5,8.4
grapes,3.61,25.86,424.8,42.9,34.2,38.1,87.0,48.5,11.67
cotton,4.64,25.61,653.4,92.8,35.6,43.1,115.9,32.9,1.97
rice,9.59,25.49,1181.5,93.8,40.5,43.8,150.8,58.4,4.72
muskmelon,22.56,29.53,700.3,49.2,19.7,49.1,96.1,30.6,17.46
grapes,9.74,28.93,871.2,63.5,37.8,40.3,122.9,47.2,7.95
mungbean,10.08,24.27,529.9,18.1,44.9,19.6,53.0,47.2,1.22
mothbeans,5.55,32.41,571.4,44.2,24.4,14.6,68.4,10.0,1.07
apple,14.64,20.69,824.2,42.9,20.4,37.6,60.8,48.0,13.52
grapes,6.42,20.93,598.3,56.3,22.5,47.8,107.2,28.8,8.32
kidneybeans,8.06,19.77,421.3,55.3,53.9,21.9,89.9,42.0,1.66
grapes,13.41,24.12,661.5,45.0,22.7,46.0,100.4,17.9,9.35
blackgram,3.02,25.5,726.0,48.8,31.8,35.6,98.7,28.2,1.53
coconut,8.83,28.0,1594.4,59.2,31.6,63.7,101.7,64.2,6.17
mango,2.65,23.07,1161.4,48.5,30.8,43.7,83.8,40.3,10.52
chickpea,18.68,19.88,800.0,33.3,40.1,14.5,81.6,33.0,1.85
jute,4.14,25.96,1372.1,92.5,32.2,48.2,106.8,78.1,2.39
grapes,6.92,20.95,625.5,57.0,31.9,43.5,92.0,62.3,8.53
maize,15.23,23.19,634.6,92.0,57.9,50.2,194.5,49.6,6.96
coffee,8.44,24.08,1331.6,76.1,35.4,42.6,113.9,63.4,2.67
orange,10.22,19.45,639.5,47.2,29.5,58.7,106.5,47.0,12.5
cotton,5.03,27.13,812.1,51.9,27.2,42.0,112.2,36.3,2.04
lentil,4.59,20.57,549.4,44.8,32.2,21.2,47.2,31.2,1.34
pomegranate,2.66,26.95,560.1,37.7,29.3,40.6,112.2,33.9,14.15
blackgram,10.14,22.71,865.0,40.6,14.3,43.7,79.8,32.7,1.53
grapes,6.63,27.68,497.0,37.8,26.2,41.7,110.6,48.3,10.09
chickpea,7.47,15.79,508.3,63.3,28.8,26.9,85.5,35.2,1.49
kidneybeans,7.8,24.09,955.0,32.5,40.1,43.1,98.7,37.5,2.07
jute,25.14,25.1,978.6,77.7,36.7,39.2,114.9,64.9,3.56
lentil,10.03,19.11,556.0,34.0,33.0,18.2,52.5,37.5,1.82
kidneybeans,5.36,24.22,961.1,35.7,49.0,31.5,90.7,27.3,1.78
mango,3.35,20.33,851.3,54.5,31.2,53.0,106.4,55.6,7.61
mungbean,7.2,23.29,719.0,30.2,27.8,38.9,54.1,18.0,0.89
coconut,9.21,27.26,1497.2,57.0,17.4,63.1,108.2,80.0,9.19
orange,2.65,29.29,1314.9,59.1,47.8,29.5,107.9,50.2,9.3
mungbean,11.34,26.9,499.7,38.6,34.4,20.7,84.1,25.7,1.45
maize,2.3,25.66,463.6,77.4,34.1,29.2,128.2,61.6,4.83
watermelon,10.35,30.09,319.2,40.0,19.9,39.7,98.8,53.5,21.75
apple,7.19,25.09,1180.0,29.8,27.4,47.8,113.8,24.9,11.89
chickpea,17.16,15.41,688.4,40.0,26.3,43.8,93.2,32.4,2.19
grapes,5.25,21.46,597.5,55.8,31.3,43.1,99.4,47.6,9.97
kidneybeans,3.75,21.36,455.9,61.5,33.9,24.0,122.0,62.3,1.63
jute,5.97,26.69,1831.0,63.6,39.7,40.1,96.1,53.0,2.61
lentil,8.8,19.35,558.7,30.8,47.1,26.8,67.9,52.8,1.97
pomegranate,7.0,25.9,687.3,65.9,27.2,52.8,110.7,21.8,15.02
papaya,9.93,25.21,1169.6,98.1,42.7,55.2,175.0,48.5,26.17
coffee,4.66,22.81,1495.2,57.4,39.6,41.5,165.4,73.9,3.17
coffee,5.65,18.69,1520.6,64.6,20.9,40.2,115.8,54.9,2.48
watermelon,4.67,26.26,749.9,64.5,43.5,45.8,127.5,40.1,20.43
papaya,10.0,33.13,1247.9,69.9,27.0,59.6,199.7,71.3,23.9
blackgram,3.65,25.92,881.4,38.2,23.1,42.6,64.5,41.3,1.48
apple,5.17,17.44,425.9,40.5,21.7,58.4,105.8,24.5,11.59
papaya,9.13,28.37,1283.9,81.1,45.7,50.8,138.2,82.7,47.66
coconut,2.62,29.56,1493.6,72.6,31.5,53.7,159.0,69.2,9.1
jute,8.09,27.69,1663.7,65.2,31.0,33.0,78.8,59.9,2.8
coffee,12.16,26.75,1210.5,65.4,40.7,53.5,114.4,69.0,2.04
watermelon,11.19,27.44,691.7,67.8,32.9,62.6,123.0,56.5,33.13
jute,4.64,33.83,1023.0,89.2,31.4,45.1,99.5,80.4,2.7
coffee,4.99,28.05,1330.0,74.6,32.7,47.7,115.7,66.4,1.74
coconut,13.98,25.17,960.8,44.2,18.4,46.5,130.5,54.2,7.1
maize,6.47,27.4,450.6,97.2,48.6,47.1,146.0,37.8,6.02
cotton,5.39,26.27,814.6,83.4,49.0,36.7,132.9,42.9,2.6
jute,7.18,25.05,1693.8,62.4,42.4,41.9,122.7,64.0,2.08
maize,17.32,16.2,568.9,80.5,44.8,36.4,96.2,80.3,7.08
jute,4.23,26.06,1168.8,50.2,44.3,59.2,90.9,57.2,3.2
apple,15.87,15.35,680.5,46.3,32.5,61.4,61.4,24.6,8.45
grapes,4.57,24.85,642.2,40.7,36.8,38.8,136.9,36.9,10.91
rice,12.66,31.5,1370.9,93.8,42.7,23.0,115.1,64.2,3.96
pigeonpeas,8.44,30.63,876.0,34.5,37.0,29.9,75.0,41.4,2.0
grapes,11.65,24.9,607.8,60.0,21.3,43.4,101.2,48.9,6.91
pomegranate,5.27,25.46,619.0,59.0,23.7,41.6,114.1,58.1,11.17
papaya,5.18,25.66,1121.5,68.7,39.5,78.8,213.7,50.9,32.71
muskmelon,8.98,25.88,563.0,70.3,33.0,42.0,118.4,42.2,18.81
mungbean,5.99,24.12,642.5,18.4,24.0,27.5,80.8,17.9,1.28
cotton,13.18,27.67,990.3,41.8,26.6,34.7,115.0,64.6,2.77
banana,5.4,26.54,834.4,96.0,39.6,94.2,249.4,76.9,25.2
mango,4.25,21.65,927.6,68.4,29.7,64.3,116.7,59.8,8.5
pigeonpeas,2.73,28.27,818.3,76.0,30.4,36.7,92.2,63.0,1.87
mungbean,8.62,26.75,610.8,39.2,38.0,30.7,40.0,21.7,1.92
grapes,1.28,25.5,694.0,48.6,30.8,47.0,105.7,41.0,12.15
grapes,10.03,24.64,485.6,60.5,37.3,51.3,112.0,37.7,9.73
banana,6.91,27.87,744.4,70.6,42.7,77.8,161.5,95.0,28.35
mungbean,10.29,22.63,627.1,47.5,22.8,36.5,67.6,17.7,1.39
watermelon,4.51,28.83,553.2,44.8,25.5,43.7,134.6,49.6,22.47
grapes,8.69,29.51,895.5,44.2,31.8,54.0,107.6,37.9,8.62
grapes,3.06,20.92,760.7,46.4,33.1,23.7,107.5,57.2,10.03
grapes,8.78,20.44,742.3,49.9,19.9,35.2,92.6,68.1,8.59
cotton,5.38,29.9,858.1,72.7,39.4,52.8,127.1,46.0,2.76
grapes,5.19,30.66,836.2,69.1,21.8,55.7,106.0,36.2,11.56
chickpea,19.53,23.6,652.3,38.7,40.6,41.8,86.7,32.3,1.93
mango,4.86,29.59,1008.9,57.7,30.7,66.0,137.7,78.5,7.37
cotton,5.28,27.27,699.6,96.2,58.0,46.3,158.3,69.8,1.77
rice,13.38,31.68,1005.5,72.9,37.2,30.4,149.3,62.4,4.51
muskmelon,9.12,26.77,463.3,43.4,23.2,25.8,119.3,47.2,21.58
banana,11.3,26.08,1534.5,85.3,30.2,70.9,201.6,77.4,24.28
orange,7.75,14.19,1019.2,51.1,27.4,55.5,98.4,59.4,13.34
grapes,3.29,26.16,1010.7,60.0,34.9,50.5,82.7,39.1,11.84
banana,8.63,25.04,1708.2,63.4,28.1,73.3,134.5,91.1,22.77
kidneybeans,7.17,21.23,547.4,55.1,34.8,39.8,134.1,56.8,1.72
mungbean,4.88,26.63,471.5,39.0,26.2,20.8,50.3,43.7,1.32
kidneybeans,17.75,28.54,565.6,69.8,45.6,39.2,81.3,38.3,1.59
grapes,1.68,24.68,804.8,47.8,29.3,22.1,88.6,42.7,9.95
coffee,2.36,25.78,2091.4,70.6,33.9,46.4,118.4,95.0,2.42
lentil,4.9,17.39,583.3,41.9,39.9,15.7,46.5,29.2,1.01
jute,5.15,27.69,2114.9,75.7,31.5,58.7,102.6,60.4,2.83
lentil,4.55,12.0,380.8,28.4,26.9,24.7,97.2,28.0,1.52
maize,9.25,28.0,493.6,94.3,66.8,39.8,132.5,53.1,5.92
lentil,7.17,22.3,612.7,34.1,42.5,25.2,81.7,42.0,1.62
maize,9.02,22.26,786.8,78.7,50.6,31.8,149.3,44.4,6.5
chickpea,3.18,21.61,832.9,43.7,31.2,31.5,94.8,33.1,2.13
papaya,9.5,24.36,1277.8,73.3,25.1,84.6,98.3,72.5,41.31
mango,2.03,23.97,848.3,74.6,30.7,57.4,113.2,43.4,5.24
cotton,7.37,20.96,420.7,84.1,37.5,48.4,116.7,77.4,2.09
coffee,6.9,23.75,2500.0,55.5,38.4,41.3,109.1,60.6,2.83
grapes,8.97,23.15,800.1,55.4,23.6,32.2,98.7,42.2,12.14
apple,25.7,19.81,1042.6,40.3,35.3,34.4,81.7,40.2,12.74
blackgram,6.22,28.48,924.7,17.5,31.8,37.1,97.3,51.0,1.73
mungbean,9.46,27.87,474.2,49.3,32.9,37.1,64.3,35.0,1.84
chickpea,29.0,20.17,726.9,60.2,32.4,20.1,84.9,29.2,1.65
coffee,11.02,21.09,1021.6,96.6,23.2,41.2,118.3,80.1,1.9
pomegranate,7.79,23.97,458.8,51.1,35.6,46.7,78.6,49.2,13.57
rice,14.52,21.6,973.1,59.6,35.0,37.5,160.7,72.4,3.79
apple,25.55,17.13,761.9,52.5,18.6,39.8,79.8,44.7,12.09
watermelon,3.92,30.76,686.0,47.7,26.3,39.9,83.4,52.4,22.52
banana,4.99,26.93,1511.3,93.7,34.3,98.8,204.0,77.3,34.78
lentil,13.1,19.21,560.2,44.3,33.4,11.1,42.2,36.6,1.36
coconut,8.45,29.06,1592.9,45.9,28.1,63.5,96.3,71.6,7.94
jute,21.81,28.69,1194.5,80.2,39.1,40.3,119.9,80.5,3.09
mango,3.34,27.99,1355.4,51.9,50.7,64.7,117.1,63.0,8.54
cotton,9.53,24.05,983.1,56.0,45.8,45.9,188.3,29.0,2.4
banana,6.87,30.2,1507.2,81.2,31.3,62.0,161.3,66.0,27.11
banana,18.06,26.33,1378.0,61.5,31.8,69.0,136.8,79.6,36.16
mungbean,5.28,24.56,585.1,33.0,22.4,53.1,71.5,39.4,1.51
orange,6.75,21.29,1346.5,43.2,22.4,50.0,102.6,42.1,8.07
mungbean,3.01,25.71,785.7,20.8,34.2,22.4,62.5,32.1,1.63
pomegranate,2.99,20.15,804.5,51.4,26.9,42.9,100.7,41.6,14.25
lentil,5.56,22.66,839.1,42.4,36.1,35.7,83.9,12.3,1.18
lentil,8.15,18.69,589.7,46.8,38.3,43.3,60.7,23.6,1.52
kidneybeans,4.86,22.67,423.0,58.6,25.9,41.5,109.5,45.9,1.89
mango,4.57,29.26,1241.6,49.3,28.0,50.0,131.9,50.7,7.5
pigeonpeas,25.9,26.2,761.3,43.8,34.7,45.6,58.7,46.2,1.35
pomegranate,6.36,21.15,788.3,55.4,43.3,47.9,96.5,44.5,15.81
lentil,7.18,19.71,515.0,28.9,32.9,20.3,81.3,30.5,1.98
maize,3.54,25.77,871.4,75.8,39.4,33.2,142.6,55.1,8.2
kidneybeans,24.47,22.53,757.4,51.3,45.2,49.1,128.2,35.9,1.94
pigeonpeas,5.77,24.63,932.7,31.2,43.0,28.8,105.4,51.8,1.77
maize,4.42,26.03,619.7,103.6,39.2,38.5,148.7,65.4,6.68
blackgram,6.01,25.03,802.8,36.7,32.6,43.0,125.2,28.3,1.77
pigeonpeas,3.56,29.29,713.9,48.3,33.1,52.6,109.5,48.1,2.11
pomegranate,14.37,22.6,659.4,71.3,41.2,37.4,90.7,37.1,13.31
coffee,1.82,24.16,1978.8,77.7,37.4,40.1,97.5,65.6,2.13
blackgram,4.66,29.83,571.9,45.4,21.0,31.7,82.6,31.6,1.8
mango,5.67,24.44,682.6,56.6,27.7,43.6,132.8,47.2,10.21
muskmelon,3.87,29.22,644.6,72.5,16.3,37.2,97.8,26.4,17.79
blackgram,4.6,24.58,933.8,53.7,23.1,30.3,79.0,63.8,1.61
watermelon,16.72,25.47,684.6,49.8,22.3,52.0,156.4,42.6,24.42
coconut,3.67,29.09,1501.4,65.9,28.5,53.0,117.8,48.4,8.74
blackgram,30.0,24.01,836.9,47.8,34.6,31.0,55.3,26.5,1.53
muskmelon,13.86,27.52,620.7,48.2,34.6,39.3,40.0,21.1,17.54
coffee,7.12,25.16,1133.8,57.6,37.2,51.4,102.8,74.3,1.51
mango,21.28,30.68,651.2,78.0,39.3,45.1,104.8,43.0,11.44
pigeonpeas,2.48,25.49,1000.5,47.2,36.2,30.9,137.5,36.7,1.9
lentil,1.84,18.94,658.1,41.8,29.1,36.5,78.2,18.8,1.73
pomegranate,6.46,20.74,719.2,52.3,25.0,50.3,128.7,31.5,13.59
kidneybeans,2.52,24.36,750.4,41.1,47.2,32.8,109.6,42.9,1.43
lentil,9.6,14.73,442.6,41.5,32.2,30.7,55.3,23.4,1.29
papaya,7.8,21.99,1043.4,62.3,33.1,68.6,127.3,67.6,38.24
watermelon,5.7,28.94,408.8,42.0,22.5,57.8,126.7,71.4,22.96
watermelon,23.2,29.54,727.1,70.9,24.5,45.2,103.7,67.0,25.83
papaya,5.03,30.34,1770.9,90.3,35.2,58.7,166.1,71.1,38.43
pigeonpeas,3.71,28.3,1009.4,33.9,36.5,40.6,104.5,61.1,1.66
mungbean,7.8,20.48,489.8,49.5,28.8,38.0,80.9,19.9,1.02
lentil,10.15,13.68,918.9,43.0,30.0,26.2,81.4,51.4,1.22
lentil,11.15,20.26,808.4,27.8,26.1,20.6,47.5,10.0,1.63
blackgram,8.78,27.88,724.1,55.3,24.8,28.0,91.8,32.6,1.6
kidneybeans,2.91,16.97,679.7,40.2,31.0,31.1,83.4,66.6,2.32
coffee,3.58,22.59,1691.7,54.2,31.3,37.2,116.3,72.8,2.04
apple,4.56,19.23,853.7,24.9,32.3,35.7,115.2,31.8,12.54
pomegranate,6.64,22.38,791.2,47.3,30.5,40.6,122.1,61.4,12.43
rice,4.14,27.51,1301.7,74.5,34.6,37.1,108.3,76.5,3.49
banana,5.29,29.73,1695.5,56.7,23.3,79.0,229.2,94.2,30.05
papaya,16.01,29.85,1259.9,62.5,33.1,58.0,166.0,67.6,40.7
pigeonpeas,5.61,26.34,595.6,59.0,32.9,45.4,118.3,36.5,1.67
cotton,6.72,25.96,812.4,82.7,45.9,39.1,146.0,67.1,2.68
kidneybeans,18.56,22.37,360.6,72.3,41.9,36.7,97.3,32.4,2.24
muskmelon,22.05,28.87,433.5,51.4,31.8,46.2,70.6,54.2,16.44
coffee,4.0,12.0,1901.5,52.7,40.9,49.5,112.6,68.4,2.45
banana,2.26,27.81,1561.0,77.5,23.9,37.6,169.5,57.7,26.63
grapes,3.4,24.12,385.6,47.7,18.7,49.4,98.8,56.1,9.53
pomegranate,5.04,35.78,678.6,40.6,36.8,51.8,91.2,50.6,6.7
coffee,16.32,24.9,2145.3,71.8,39.5,36.2,132.6,85.8,1.91
pomegranate,11.44,19.8,830.3,71.2,24.1,45.8,113.7,57.9,11.7
grapes,8.2,25.63,552.3,36.7,15.7,54.3,109.5,31.7,10.71
maize,3.81,25.14,544.6,94.6,45.1,26.9,148.3,54.1,7.23
mungbean,9.52,24.94,448.0,39.8,34.8,40.7,40.0,39.3,1.12
orange,6.72,21.71,1190.2,36.3,31.3,62.2,103.2,38.1,15.89
coconut,6.43,31.26,1323.1,64.4,36.3,44.4,110.5,51.2,6.94
cotton,8.47,30.13,695.6,59.3,39.2,37.6,144.2,42.4,2.42
muskmelon,8.78,30.53,461.7,33.2,34.1,47.0,114.9,58.1,12.83
mothbeans,5.6,29.12,517.0,29.0,34.3,13.9,74.2,12.5,1.58
pigeonpeas,6.58,21.49,978.4,54.6,31.9,40.4,80.6,38.8,1.33
watermelon,8.69,28.38,384.7,67.4,17.9,36.9,113.2,37.2,22.85
grapes,9.78,22.35,560.8,50.3,46.7,54.0,102.8,36.8,10.52
coffee,6.76,20.12,1148.4,66.2,35.7,24.7,127.6,68.5,1.91
banana,4.19,22.76,1368.1,77.4,34.4,79.0,180.2,95.0,33.84
blackgram,30.0,23.61,762.6,53.9,43.0,14.3,78.3,19.5,1.71
coffee,4.88,27.2,1826.3,80.4,44.2,59.7,140.8,74.6,2.49
cotton,4.72,33.93,614.7,75.8,38.3,32.8,149.9,58.6,2.2
lentil,8.01,12.0,521.0,51.5,32.3,26.4,62.0,39.8,1.54
pigeonpeas,9.74,28.08,988.7,58.4,33.1,28.5,80.4,60.7,1.89
maize,10.52,28.19,825.4,82.3,50.1,42.3,115.7,52.7,5.39
mothbeans,3.78,27.66,598.5,26.0,33.7,31.9,63.9,20.0,1.08
watermelon,10.41,27.83,657.2,65.8,38.1,45.2,91.9,45.7,27.55
blackgram,7.65,28.69,876.1,41.8,33.6,18.4,111.6,33.6,1.68
lentil,1.87,16.8,571.6,55.8,36.6,33.1,40.0,19.5,1.67
mungbean,8.88,26.44,732.6,47.6,27.6,41.5,109.9,33.1,1.53
rice,3.47,26.24,1324.8,82.8,51.5,29.7,184.0,69.6,4.95
cotton,4.38,29.02,923.7,69.4,41.9,41.3,139.4,31.1,2.75
blackgram,4.41,29.46,450.4,43.7,19.7,24.8,88.8,49.9,1.08
papaya,5.68,26.3,2000.4,87.5,40.7,74.2,160.5,53.1,32.17
kidneybeans,8.35,21.59,340.7,49.3,36.9,37.7,113.5,26.4,2.1
watermelon,5.26,27.59,721.0,64.0,15.5,38.5,119.6,50.2,31.23
blackgram,12.78,34.73,561.3,52.7,45.3,36.1,56.9,42.5,1.54
apple,15.49,20.34,934.3,38.1,30.6,44.3,109.3,42.3,12.34
